src_idx,dst_idx,t,weight
69,84,0,0.9405
69,149,0,0.9801
69,1047,0,0.9801
69,1075,0,0.6732
69,1463,0,0.9801
69,1568,0,0.6732
69,1663,0,0.9801
69,2233,0,0.9801
69,2279,0,0.6732
69,2529,0,0.9801
71,2491,0,0.6732
72,472,0,0.9405
78,527,0,0.4624000000000001
78,871,0,0.6732
78,1180,0,0.646
78,1316,0,0.646
78,1621,0,0.6732
78,2076,0,0.6732
78,2233,0,0.6732
78,2272,0,0.4624000000000001
79,1619,0,0.6732
84,149,0,0.9405
84,291,0,0.9025
84,310,0,0.9025
84,448,0,0.9405
84,515,0,0.9025
84,527,0,0.646
84,542,0,0.9405
84,572,0,0.9405
84,620,0,0.9405
84,809,0,0.9405
84,871,0,0.9405
84,1338,0,0.9405
84,1490,0,0.9405
84,1555,0,0.9405
84,1568,0,0.646
84,1618,0,0.9405
84,1635,0,0.9405
84,1826,0,0.646
84,2203,0,0.9025
84,2233,0,0.9405
84,2279,0,0.646
86,1328,0,0.9801
90,141,0,0.646
90,1180,0,0.9025
90,1226,0,0.9405
90,1715,0,0.646
92,727,0,0.9801
92,1744,0,0.9801
93,1171,0,0.6732
95,313,0,0.9025
95,409,0,0.646
95,453,0,0.9405
95,460,0,0.9405
95,576,0,0.9025
95,671,0,0.9025
95,758,0,0.646
95,869,0,0.646
95,870,0,0.9025
95,924,0,0.646
95,939,0,0.9025
95,949,0,0.9025
95,955,0,0.646
95,971,0,0.9025
95,1466,0,0.646
95,1635,0,0.9405
95,1784,0,0.646
95,1860,0,0.646
95,1871,0,0.646
95,2052,0,0.9025
95,2090,0,0.646
95,2194,0,0.9405
95,2203,0,0.9025
95,2316,0,0.646
95,2394,0,0.646
95,2397,0,0.9025
98,653,0,0.9405
98,1075,0,0.646
98,1435,0,0.9405
98,1622,0,0.9405
98,1771,0,0.9405
98,2129,0,0.9405
98,2535,0,0.9405
99,1540,0,0.6732
100,455,0,0.6732
100,1116,0,0.6732
105,2332,0,0.9801
108,720,0,0.6732
109,236,0,0.6732
109,377,0,0.9801
109,1180,0,0.9405
109,1799,0,0.9801
114,210,0,0.9801
114,212,0,0.9801
114,538,0,0.9801
114,1171,0,0.6732
121,403,0,0.9801
121,729,0,0.6732
121,941,0,0.9405
121,1263,0,0.6732
121,1471,0,0.9801
121,2232,0,0.9801
121,2332,0,0.9801
121,2531,0,0.6732
123,509,0,0.9801
123,1075,0,0.6732
123,1561,0,0.9801
123,1831,0,0.9801
123,2430,0,0.9405
123,2464,0,0.9801
127,972,0,0.4624000000000001
127,1568,0,0.4624000000000001
129,729,0,0.4624000000000001
133,1978,0,0.9405
133,2260,0,0.6732
135,893,0,0.6732
137,1171,0,0.6732
137,1635,0,0.9801
137,1871,0,0.6732
137,2001,0,0.9801
137,2537,0,0.9801
141,453,0,0.6732
141,519,0,0.4624000000000001
141,1226,0,0.6732
141,1568,0,0.4624000000000001
141,1715,0,0.4624000000000001
147,455,0,0.6732
147,482,0,0.9801
149,515,0,0.9405
149,527,0,0.6732
149,572,0,0.9801
149,871,0,0.9801
149,1555,0,0.9801
149,1568,0,0.6732
149,1618,0,0.9801
149,1826,0,0.6732
149,2203,0,0.9405
149,2233,0,0.9801
149,2279,0,0.6732
150,385,0,0.9801
150,1180,0,0.9405
175,493,0,0.9801
175,838,0,0.9801
175,1405,0,0.6732
175,1413,0,0.9801
175,1635,0,0.9801
179,1325,0,0.9801
183,2030,0,0.6732
184,374,0,0.9405
184,1176,0,0.9405
184,1436,0,0.9405
192,266,0,0.9801
192,291,0,0.9405
192,368,0,0.6732
192,710,0,0.9405
192,971,0,0.9405
192,1126,0,0.9801
192,1231,0,0.9801
192,1615,0,0.9801
192,1871,0,0.6732
192,2090,0,0.6732
192,2096,0,0.9801
195,1171,0,0.6732
198,265,0,0.646
198,465,0,0.9025
198,526,0,0.646
198,567,0,0.9405
198,668,0,0.9405
198,829,0,0.9405
198,964,0,0.646
198,1111,0,0.646
198,1241,0,0.9025
198,1440,0,0.9405
198,1478,0,0.646
198,1526,0,0.646
198,1575,0,0.9025
198,1579,0,0.9405
198,1595,0,0.9405
198,1658,0,0.646
198,1873,0,0.9405
198,1887,0,0.9025
198,1978,0,0.9025
198,1997,0,0.9405
198,2104,0,0.646
198,2181,0,0.9025
198,2519,0,0.9025
204,455,0,0.646
204,1675,0,0.646
207,504,0,0.6732
210,212,0,0.9801
210,538,0,0.9801
212,538,0,0.9801
212,1171,0,0.6732
219,437,0,0.9405
219,514,0,0.6732
219,1110,0,0.9801
219,1171,0,0.6732
219,1571,0,0.6732
219,1715,0,0.6732
219,2055,0,0.9801
220,519,0,0.646
220,1065,0,0.646
222,2365,0,0.646
223,291,0,0.9405
223,368,0,0.6732
223,453,0,0.9801
223,690,0,0.9801
223,884,0,0.6732
223,1126,0,0.9801
223,1218,0,0.9801
223,1308,0,0.9801
223,1338,0,0.9801
223,1367,0,0.9801
223,1490,0,0.9801
223,1561,0,0.9801
223,1607,0,0.9801
223,1635,0,0.9801
223,1968,0,0.6732
223,1980,0,0.9801
223,2034,0,0.9801
223,2175,0,0.9405
223,2312,0,0.9801
223,2326,0,0.9801
223,2394,0,0.6732
227,1171,0,0.6732
228,284,0,0.9801
228,1075,0,0.6732
228,1338,0,0.9801
228,1568,0,0.6732
231,1328,0,0.9801
231,2134,0,0.6732
236,377,0,0.6732
236,618,0,0.4624000000000001
236,1171,0,0.4624000000000001
236,1180,0,0.646
236,1436,0,0.646
236,1635,0,0.6732
236,1799,0,0.6732
236,2452,0,0.6732
254,412,0,0.6732
254,694,0,0.9801
258,1250,0,0.6732
259,698,0,0.9801
259,1075,0,0.6732
259,1373,0,0.9801
259,1621,0,0.9801
259,1871,0,0.6732
259,2063,0,0.9801
259,2219,0,0.9801
259,2439,0,0.9405
260,635,0,0.9405
260,1171,0,0.6732
260,1568,0,0.6732
260,1733,0,0.9405
260,2527,0,0.9801
265,293,0,0.646
265,465,0,0.646
265,526,0,0.4624000000000001
265,567,0,0.6732
265,668,0,0.6732
265,829,0,0.6732
265,872,0,0.6732
265,964,0,0.4624000000000001
265,1111,0,0.4624000000000001
265,1239,0,0.646
265,1241,0,0.646
265,1440,0,0.6732
265,1478,0,0.4624000000000001
265,1526,0,0.4624000000000001
265,1575,0,0.646
265,1579,0,0.6732
265,1595,0,0.6732
265,1658,0,0.4624000000000001
265,1871,0,0.4624000000000001
265,1873,0,0.6732
265,1887,0,0.646
265,1978,0,0.646
265,1997,0,0.6732
265,2104,0,0.4624000000000001
265,2165,0,0.6732
265,2181,0,0.646
265,2519,0,0.646
266,1180,0,0.9405
266,1200,0,0.9801
266,1423,0,0.6732
266,1436,0,0.9405
266,1710,0,0.6732
266,1731,0,0.9405
266,1945,0,0.6732
266,2175,0,0.9405
268,618,0,0.6732
274,729,0,0.6732
274,1505,0,0.9405
274,2531,0,0.6732
277,2432,0,0.9801
278,1896,0,0.6732
284,1075,0,0.6732
284,1338,0,0.9801
284,1568,0,0.6732
284,2464,0,0.9801
289,1125,0,0.9801
289,1886,0,0.9801
291,310,0,0.9025
291,323,0,0.9025
291,364,0,0.9405
291,368,0,0.646
291,527,0,0.646
291,661,0,0.9405
291,690,0,0.9405
291,699,0,0.9405
291,758,0,0.646
291,870,0,0.9025
291,936,0,0.646
291,939,0,0.9025
291,955,0,0.646
291,971,0,0.9025
291,1115,0,0.9405
291,1126,0,0.9405
291,1218,0,0.9405
291,1317,0,0.646
291,1338,0,0.9405
291,1367,0,0.9405
291,1466,0,0.646
291,1561,0,0.9405
291,1615,0,0.9405
291,1784,0,0.646
291,1869,0,0.9405
291,1871,0,0.646
291,1980,0,0.9405
291,2034,0,0.9405
291,2087,0,0.9405
291,2092,0,0.9405
291,2096,0,0.9405
291,2134,0,0.646
291,2194,0,0.9405
291,2287,0,0.646
291,2312,0,0.9405
291,2326,0,0.9405
291,2397,0,0.9025
291,2436,0,0.9405
291,2528,0,0.9025
293,526,0,0.646
293,567,0,0.9405
293,668,0,0.9405
293,829,0,0.9405
293,872,0,0.9405
293,1111,0,0.646
293,1239,0,0.9025
293,1241,0,0.9025
293,1575,0,0.9025
293,1579,0,0.9405
293,1595,0,0.9405
293,1658,0,0.646
293,1871,0,0.646
293,1873,0,0.9405
293,1887,0,0.9025
293,1978,0,0.9025
293,1997,0,0.9405
293,2104,0,0.646
293,2165,0,0.9405
293,2181,0,0.9025
293,2519,0,0.9025
295,1929,0,0.9801
296,1568,0,0.6732
309,360,0,0.646
310,368,0,0.646
310,448,0,0.9405
310,527,0,0.646
310,542,0,0.9405
310,562,0,0.9025
310,690,0,0.9405
310,870,0,0.9025
310,871,0,0.9405
310,1126,0,0.9405
310,1171,0,0.646
310,1615,0,0.9405
310,1826,0,0.646
310,1871,0,0.646
310,2109,0,0.9405
310,2194,0,0.9405
310,2233,0,0.9405
310,2491,0,0.646
313,409,0,0.646
313,460,0,0.9405
313,576,0,0.9025
313,606,0,0.9405
313,671,0,0.9025
313,696,0,0.9405
313,753,0,0.646
313,758,0,0.646
313,869,0,0.646
313,870,0,0.9025
313,881,0,0.9405
313,924,0,0.646
313,939,0,0.9025
313,949,0,0.9025
313,955,0,0.646
313,971,0,0.9025
313,1029,0,0.9405
313,1256,0,0.9405
313,1466,0,0.646
313,1568,0,0.646
313,1635,0,0.9405
313,1738,0,0.646
313,1784,0,0.646
313,1852,0,0.646
313,1860,0,0.646
313,1871,0,0.646
313,1936,0,0.9025
313,2002,0,0.646
313,2052,0,0.9025
313,2090,0,0.646
313,2194,0,0.9405
313,2203,0,0.9025
313,2210,0,0.646
313,2316,0,0.646
313,2397,0,0.9025
313,2418,0,0.9025
313,2483,0,0.646
313,2491,0,0.646
315,1128,0,0.6732
323,1338,0,0.9405
323,1367,0,0.9405
323,1871,0,0.646
323,2034,0,0.9405
323,2092,0,0.9405
323,2287,0,0.646
323,2326,0,0.9405
324,455,0,0.4624000000000001
330,1171,0,0.646
331,1200,0,0.9801
331,1328,0,0.9801
331,1568,0,0.6732
344,1171,0,0.6732
355,380,0,0.646
355,453,0,0.6732
355,534,0,0.6732
355,618,0,0.4624000000000001
355,972,0,0.4624000000000001
355,1171,0,0.4624000000000001
355,1361,0,0.6732
355,1405,0,0.4624000000000001
355,1436,0,0.646
355,1568,0,0.4624000000000001
355,1884,0,0.6732
355,2424,0,0.6732
364,1338,0,0.9801
365,1171,0,0.6732
368,690,0,0.6732
368,1126,0,0.6732
368,1218,0,0.6732
368,1338,0,0.6732
368,1367,0,0.6732
368,1561,0,0.6732
368,1615,0,0.6732
368,1854,0,0.6732
368,1871,0,0.4624000000000001
368,2326,0,0.6732
374,842,0,0.646
374,1171,0,0.646
374,1176,0,0.9025
374,1436,0,0.9025
374,1884,0,0.9405
377,1180,0,0.9405
377,1799,0,0.9801
380,453,0,0.9405
380,519,0,0.646
380,972,0,0.646
380,1436,0,0.9025
380,1568,0,0.646
380,1603,0,0.9405
385,1568,0,0.6732
385,2452,0,0.9801
393,2368,0,0.9801
403,729,0,0.6732
403,1471,0,0.9801
403,2232,0,0.9801
403,2332,0,0.9801
403,2531,0,0.6732
408,1171,0,0.4624000000000001
408,1568,0,0.4624000000000001
409,453,0,0.6732
409,460,0,0.6732
409,576,0,0.646
409,606,0,0.6732
409,671,0,0.646
409,696,0,0.6732
409,753,0,0.4624000000000001
409,758,0,0.4624000000000001
409,869,0,0.4624000000000001
409,870,0,0.646
409,881,0,0.6732
409,924,0,0.4624000000000001
409,939,0,0.646
409,949,0,0.646
409,955,0,0.4624000000000001
409,971,0,0.646
409,1029,0,0.6732
409,1256,0,0.6732
409,1466,0,0.4624000000000001
409,1568,0,0.4624000000000001
409,1738,0,0.4624000000000001
409,1784,0,0.4624000000000001
409,1852,0,0.4624000000000001
409,1860,0,0.4624000000000001
409,1871,0,0.4624000000000001
409,1936,0,0.646
409,2002,0,0.4624000000000001
409,2052,0,0.646
409,2090,0,0.4624000000000001
409,2194,0,0.6732
409,2203,0,0.646
409,2210,0,0.4624000000000001
409,2316,0,0.4624000000000001
409,2394,0,0.4624000000000001
409,2397,0,0.646
409,2418,0,0.646
409,2483,0,0.4624000000000001
409,2491,0,0.4624000000000001
410,1171,0,0.6732
410,1435,0,0.9801
410,1871,0,0.6732
410,2261,0,0.9801
410,2491,0,0.6732
424,1675,0,0.646
425,1171,0,0.6732
425,1495,0,0.9801
427,584,0,0.9801
427,622,0,0.9801
427,705,0,0.9801
427,1075,0,0.6732
427,1438,0,0.9801
427,2280,0,0.9801
427,2315,0,0.9801
437,488,0,0.9405
437,514,0,0.646
437,1093,0,0.9405
437,1110,0,0.9405
437,1222,0,0.646
437,1657,0,0.9025
437,2185,0,0.9405
437,2241,0,0.9025
447,504,0,0.6732
447,508,0,0.9801
447,1033,0,0.9801
447,1955,0,0.6732
447,1971,0,0.6732
447,2212,0,0.9801
447,2502,0,0.9801
448,527,0,0.6732
448,542,0,0.9801
448,620,0,0.9801
448,871,0,0.9801
448,1171,0,0.6732
448,1473,0,0.6732
448,1532,0,0.9801
448,1618,0,0.9801
448,1826,0,0.6732
448,1871,0,0.6732
448,2233,0,0.9801
450,1492,0,0.9801
450,2239,0,0.9801
452,655,0,0.9405
453,460,0,0.9801
453,519,0,0.6732
453,576,0,0.9405
453,627,0,0.9801
453,671,0,0.9405
453,746,0,0.6732
453,758,0,0.6732
453,869,0,0.6732
453,870,0,0.9405
453,884,0,0.6732
453,924,0,0.6732
453,949,0,0.9405
453,955,0,0.6732
453,971,0,0.9405
453,972,0,0.6732
453,1075,0,0.6732
453,1122,0,0.9801
453,1171,0,0.6732
453,1436,0,0.9405
453,1466,0,0.6732
453,1568,0,0.6732
453,1586,0,0.6732
453,1603,0,0.9801
453,1860,0,0.6732
453,1871,0,0.6732
453,2052,0,0.9405
453,2090,0,0.6732
453,2121,0,0.9405
453,2175,0,0.9405
453,2194,0,0.9801
453,2203,0,0.9405
453,2394,0,0.6732
453,2397,0,0.9405
455,482,0,0.6732
455,612,0,0.6732
455,655,0,0.646
455,727,0,0.6732
455,832,0,0.4624000000000001
455,1094,0,0.6732
455,1116,0,0.4624000000000001
455,1281,0,0.4624000000000001
455,1520,0,0.6732
455,1577,0,0.646
455,1675,0,0.4624000000000001
455,1743,0,0.6732
455,1744,0,0.6732
455,1865,0,0.4624000000000001
455,1937,0,0.6732
455,1953,0,0.646
455,2057,0,0.4624000000000001
455,2072,0,0.646
455,2365,0,0.646
455,2531,0,0.4624000000000001
460,576,0,0.9405
460,606,0,0.9801
460,671,0,0.9405
460,696,0,0.9801
460,753,0,0.6732
460,758,0,0.6732
460,869,0,0.6732
460,870,0,0.9405
460,881,0,0.9801
460,924,0,0.6732
460,939,0,0.9405
460,949,0,0.9405
460,955,0,0.6732
460,971,0,0.9405
460,1466,0,0.6732
460,1738,0,0.6732
460,1784,0,0.6732
460,1852,0,0.6732
460,1860,0,0.6732
460,1871,0,0.6732
460,1936,0,0.9405
460,2052,0,0.9405
460,2090,0,0.6732
460,2194,0,0.9801
460,2203,0,0.9405
460,2210,0,0.6732
460,2394,0,0.6732
460,2397,0,0.9405
460,2483,0,0.6732
460,2491,0,0.6732
465,526,0,0.646
465,567,0,0.9405
465,668,0,0.9405
465,829,0,0.9405
465,964,0,0.646
465,1111,0,0.646
465,1241,0,0.9025
465,1440,0,0.9405
465,1478,0,0.646
465,1526,0,0.646
465,1575,0,0.9025
465,1579,0,0.9405
465,1595,0,0.9405
465,1658,0,0.646
465,1873,0,0.9405
465,1887,0,0.9025
465,1978,0,0.9025
465,1997,0,0.9405
465,2104,0,0.646
465,2181,0,0.9025
465,2519,0,0.9025
486,729,0,0.4624000000000001
488,1093,0,0.9801
488,1222,0,0.6732
488,1657,0,0.9405
488,2185,0,0.9801
488,2241,0,0.9405
493,519,0,0.6732
493,838,0,0.9801
493,994,0,0.9801
493,1171,0,0.6732
493,1180,0,0.9405
493,1405,0,0.6732
493,1413,0,0.9801
493,1568,0,0.6732
493,1635,0,0.9801
493,1802,0,0.6732
493,1830,0,0.9801
493,1884,0,0.9801
493,1945,0,0.6732
493,2063,0,0.9801
493,2452,0,0.9801
497,1171,0,0.6732
504,508,0,0.6732
504,1033,0,0.6732
504,1152,0,0.6732
504,1971,0,0.4624000000000001
507,1186,0,0.9405
507,1200,0,0.9405
507,1627,0,0.9025
508,1971,0,0.6732
509,2241,0,0.9405
509,2464,0,0.9801
514,1110,0,0.6732
515,572,0,0.9405
515,871,0,0.9405
515,1618,0,0.9405
515,2233,0,0.9405
515,2279,0,0.646
519,529,0,0.6732
519,884,0,0.4624000000000001
519,972,0,0.4624000000000001
519,994,0,0.6732
519,1065,0,0.4624000000000001
519,1122,0,0.6732
519,1171,0,0.4624000000000001
519,1185,0,0.4624000000000001
519,1330,0,0.6732
519,1405,0,0.4624000000000001
519,1408,0,0.6732
519,1568,0,0.4624000000000001
519,1603,0,0.6732
519,1615,0,0.6732
519,1685,0,0.4624000000000001
519,1715,0,0.4624000000000001
519,1858,0,0.6732
519,1871,0,0.4624000000000001
519,1905,0,0.4624000000000001
519,2175,0,0.646
519,2330,0,0.6732
519,2394,0,0.4624000000000001
519,2538,0,0.4624000000000001
524,541,0,0.9801
524,982,0,0.9801
524,1075,0,0.6732
524,1568,0,0.6732
524,1678,0,0.9801
524,2074,0,0.9801
526,567,0,0.6732
526,668,0,0.6732
526,829,0,0.6732
526,872,0,0.6732
526,964,0,0.4624000000000001
526,1111,0,0.4624000000000001
526,1239,0,0.646
526,1241,0,0.646
526,1440,0,0.6732
526,1478,0,0.4624000000000001
526,1526,0,0.4624000000000001
526,1575,0,0.646
526,1579,0,0.6732
526,1595,0,0.6732
526,1658,0,0.4624000000000001
526,1871,0,0.4624000000000001
526,1873,0,0.6732
526,1887,0,0.646
526,1978,0,0.646
526,1997,0,0.6732
526,2104,0,0.4624000000000001
526,2165,0,0.6732
526,2181,0,0.646
526,2519,0,0.646
527,542,0,0.6732
527,620,0,0.6732
527,870,0,0.646
527,871,0,0.6732
527,880,0,0.646
527,972,0,0.4624000000000001
527,1059,0,0.6732
527,1075,0,0.4624000000000001
527,1135,0,0.6732
527,1171,0,0.4624000000000001
527,1180,0,0.646
527,1220,0,0.646
527,1282,0,0.6732
527,1316,0,0.646
527,1405,0,0.4624000000000001
527,1473,0,0.4624000000000001
527,1490,0,0.6732
527,1504,0,0.6732
527,1568,0,0.4624000000000001
527,1615,0,0.6732
527,1618,0,0.6732
527,1621,0,0.6732
527,1635,0,0.6732
527,1710,0,0.4624000000000001
527,1731,0,0.646
527,1826,0,0.4624000000000001
527,1871,0,0.4624000000000001
527,1884,0,0.6732
527,1945,0,0.4624000000000001
527,2076,0,0.6732
527,2194,0,0.6732
527,2219,0,0.6732
527,2233,0,0.6732
527,2241,0,0.646
527,2272,0,0.4624000000000001
527,2279,0,0.4624000000000001
527,2324,0,0.646
527,2423,0,0.6732
527,2424,0,0.6732
534,1171,0,0.6732
534,1405,0,0.6732
534,1568,0,0.6732
541,982,0,0.9801
542,871,0,0.9801
542,1171,0,0.6732
542,1473,0,0.6732
542,1618,0,0.9801
542,1731,0,0.9405
542,1826,0,0.6732
542,1871,0,0.6732
542,2233,0,0.9801
550,1171,0,0.6732
562,1695,0,0.9405
562,2109,0,0.9405
562,2491,0,0.646
563,866,0,0.9801
563,1180,0,0.9405
563,1227,0,0.9801
567,668,0,0.9801
567,829,0,0.9801
567,872,0,0.9801
567,964,0,0.6732
567,1111,0,0.6732
567,1239,0,0.9405
567,1241,0,0.9405
567,1440,0,0.9801
567,1478,0,0.6732
567,1526,0,0.6732
567,1575,0,0.9405
567,1579,0,0.9801
567,1595,0,0.9801
567,1658,0,0.6732
567,1871,0,0.6732
567,1873,0,0.9801
567,1887,0,0.9405
567,1978,0,0.9405
567,1997,0,0.9801
567,2104,0,0.6732
567,2165,0,0.9801
567,2181,0,0.9405
567,2519,0,0.9405
572,871,0,0.9801
572,1618,0,0.9801
572,2233,0,0.9801
572,2279,0,0.6732
573,1214,0,0.6732
573,1903,0,0.9801
576,606,0,0.9405
576,671,0,0.9025
576,696,0,0.9405
576,753,0,0.646
576,758,0,0.646
576,869,0,0.646
576,870,0,0.9025
576,881,0,0.9405
576,924,0,0.646
576,939,0,0.9025
576,949,0,0.9025
576,955,0,0.646
576,971,0,0.9025
576,1029,0,0.9405
576,1256,0,0.9405
576,1466,0,0.646
576,1568,0,0.646
576,1738,0,0.646
576,1784,0,0.646
576,1852,0,0.646
576,1860,0,0.646
576,1871,0,0.646
576,1936,0,0.9025
576,2002,0,0.646
576,2052,0,0.9025
576,2090,0,0.646
576,2194,0,0.9405
576,2203,0,0.9025
576,2210,0,0.646
576,2316,0,0.646
576,2394,0,0.646
576,2397,0,0.9025
576,2418,0,0.9025
576,2483,0,0.646
576,2491,0,0.646
578,740,0,0.9405
584,705,0,0.9801
584,1438,0,0.9801
584,1950,0,0.9801
584,2315,0,0.9801
588,1171,0,0.6732
588,1413,0,0.9801
588,2007,0,0.9801
588,2207,0,0.9801
601,1538,0,0.6732
606,671,0,0.9405
606,696,0,0.9801
606,753,0,0.6732
606,758,0,0.6732
606,869,0,0.6732
606,870,0,0.9405
606,881,0,0.9801
606,924,0,0.6732
606,939,0,0.9405
606,949,0,0.9405
606,955,0,0.6732
606,971,0,0.9405
606,1029,0,0.9801
606,1466,0,0.6732
606,1738,0,0.6732
606,1784,0,0.6732
606,1852,0,0.6732
606,1860,0,0.6732
606,1871,0,0.6732
606,1936,0,0.9405
606,2052,0,0.9405
606,2090,0,0.6732
606,2194,0,0.9801
606,2203,0,0.9405
606,2210,0,0.6732
606,2397,0,0.9405
606,2483,0,0.6732
606,2491,0,0.6732
613,1171,0,0.4624000000000001
618,964,0,0.4624000000000001
618,1171,0,0.4624000000000001
618,1241,0,0.646
618,1361,0,0.6732
618,1405,0,0.4624000000000001
618,1568,0,0.4624000000000001
618,1799,0,0.6732
618,1884,0,0.6732
618,2424,0,0.6732
618,2452,0,0.6732
620,871,0,0.9801
620,1473,0,0.6732
620,1490,0,0.9801
620,1618,0,0.9801
620,1635,0,0.9801
620,1826,0,0.6732
622,1438,0,0.9801
622,2315,0,0.9801
627,1568,0,0.6732
628,930,0,0.9801
635,1171,0,0.646
635,1568,0,0.646
635,1733,0,0.9025
635,2527,0,0.9405
643,1568,0,0.4624000000000001
653,1075,0,0.6732
653,1435,0,0.9801
653,1622,0,0.9801
653,1771,0,0.9801
653,2129,0,0.9801
653,2535,0,0.9801
656,2347,0,0.6732
661,1869,0,0.9801
661,2134,0,0.6732
662,1675,0,0.6732
662,2365,0,0.9405
665,1171,0,0.6732
665,2266,0,0.9801
668,829,0,0.9801
668,872,0,0.9801
668,964,0,0.6732
668,1111,0,0.6732
668,1239,0,0.9405
668,1241,0,0.9405
668,1440,0,0.9801
668,1478,0,0.6732
668,1526,0,0.6732
668,1575,0,0.9405
668,1579,0,0.9801
668,1595,0,0.9801
668,1658,0,0.6732
668,1871,0,0.6732
668,1873,0,0.9801
668,1887,0,0.9405
668,1978,0,0.9405
668,1997,0,0.9801
668,2104,0,0.6732
668,2165,0,0.9801
668,2181,0,0.9405
668,2519,0,0.9405
671,696,0,0.9405
671,753,0,0.646
671,758,0,0.646
671,869,0,0.646
671,870,0,0.9025
671,924,0,0.646
671,939,0,0.9025
671,949,0,0.9025
671,955,0,0.646
671,971,0,0.9025
671,1029,0,0.9405
671,1466,0,0.646
671,1568,0,0.646
671,1784,0,0.646
671,1860,0,0.646
671,1871,0,0.646
671,1936,0,0.9025
671,2052,0,0.9025
671,2090,0,0.646
671,2194,0,0.9405
671,2203,0,0.9025
671,2210,0,0.646
671,2394,0,0.646
671,2397,0,0.9025
671,2483,0,0.646
677,1171,0,0.6732
677,1308,0,0.9801
677,1568,0,0.6732
677,1571,0,0.6732
677,1715,0,0.6732
677,2007,0,0.9801
687,1412,0,0.9801
690,936,0,0.6732
690,1126,0,0.9801
690,1218,0,0.9801
690,1338,0,0.9801
690,1367,0,0.9801
690,1561,0,0.9801
690,1615,0,0.9801
690,1854,0,0.9801
690,1871,0,0.6732
690,2087,0,0.9801
690,2134,0,0.6732
690,2326,0,0.9801
691,1294,0,0.9405
691,2213,0,0.9801
692,1171,0,0.6732
696,731,0,0.6732
696,753,0,0.6732
696,758,0,0.6732
696,869,0,0.6732
696,870,0,0.9405
696,881,0,0.9801
696,924,0,0.6732
696,939,0,0.9405
696,949,0,0.9405
696,955,0,0.6732
696,971,0,0.9405
696,1029,0,0.9801
696,1466,0,0.6732
696,1568,0,0.6732
696,1738,0,0.6732
696,1784,0,0.6732
696,1852,0,0.6732
696,1860,0,0.6732
696,1871,0,0.6732
696,1936,0,0.9405
696,2052,0,0.9405
696,2090,0,0.6732
696,2194,0,0.9801
696,2203,0,0.9405
696,2210,0,0.6732
696,2397,0,0.9405
696,2483,0,0.6732
696,2491,0,0.6732
697,1116,0,0.646
698,1171,0,0.6732
698,1180,0,0.9405
698,1621,0,0.9801
698,2219,0,0.9801
