S000028595	ORF	Uncharacterized	YAR035C-A			chromosome 1		1	192417	192337	C		2011-02-03	2003-07-29	Putative protein of unknown function; emerging ORF that arose de novo from non-genic locus; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; localizes to mitochondria
S000028595	CDS					YAR035C-A		1	192417	192337	C		2011-02-03	2003-07-29	
S000028596	ORF	Dubious	YBL006W-A			chromosome 2		2	216711	216860	W		2011-02-03	2004-01-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene LDB7/YBL006C
S000028596	CDS					YBL006W-A		2	216711	216860	W		2011-02-03	2004-01-29	
S000028597	ORF	Verified	YBL071C-B			chromosome 2		2	89556	89458	C		2011-02-03	2003-07-29	Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
S000028597	CDS					YBL071C-B		2	89556	89458	C		2011-02-03	2003-07-29	
S000002933	ORF	Uncharacterized	YDR525W	API2		chromosome 4		4	1489905	1490234	W		2011-02-03	1996-07-31	Putative protein of unknown function; conserved among S. cerevisiae strains; not conserved in closely related Saccharomyces species; 26% of ORF overlaps the dubious ORF YDR524C-A; insertion mutation in a cdc34-2 mutant background causes altered bud morphology
S000002933	CDS					YDR525W		4	1489905	1490234	W		2011-02-03	1996-07-31	
S000028598	ORF	Uncharacterized	YBL100W-C		YBL101W-C	chromosome 2		2	28427	28546	W		2004-01-26	2003-07-29	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
S000028598	CDS					YBL100W-C		2	28427	28546	W		2004-01-26	2003-07-29	
S000000616	ORF	Uncharacterized	YCR022C			chromosome 3		3	157765	157421	C		2011-02-03	1997-01-28	Putative protein of unknown function; conserved among S. cerevisiae strains; YCR022C is not an essential gene
S000000616	CDS					YCR022C		3	157765	157421	C		2011-02-03	1997-01-28	
S000000639	ORF	Verified	YCR043C			chromosome 3		3	206644	206261	C		2011-02-03	1997-01-28	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the Golgi apparatus; YCR043C is not an essential gene
S000000639	CDS					YCR043C		3	206644	206261	C		2011-02-03	1997-01-28	
S000118475	ARS		ARS1216		ARSXII-451	chromosome 12		12	450485	450725	W		2011-02-03	2006-08-30	Autonomously Replicating Sequence
S000118475	ARS_consensus_sequence					ARS1216		12	450506	450522	W		2014-11-18	2014-11-18	
S000001880	ORF	Verified	YFL014W	HSP12	GLP1|HOR5|lipid-binding protein HSP12	chromosome 6	L000000816	6	107256	107585	W		2011-02-03	1996-07-31	Plasma membrane protein involved in maintaining membrane organization; involved in maintaining organization during stress conditions; induced by heat shock, oxidative stress, osmostress, stationary phase, glucose depletion, oleate and alcohol; protein abundance increased in response to DNA replication stress and dietary restriction; regulated by the HOG and Ras-Pka pathways; required for dietary restriction-induced lifespan extension
S000001880	CDS					YFL014W		6	107256	107585	W		2011-02-03	1996-07-31	
S000003339	ORF	Dubious	YGR107W			chromosome 7		7	702667	703116	W		2011-02-03	1996-07-31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000003339	CDS					YGR107W		7	702667	703116	W		2011-02-03	1996-07-31	
S000028659	ORF	Dubious	YJL020W-A			chromosome 10		10	400981	401238	W		2011-02-03	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene YJL020C/BBC1
S000028659	CDS					YJL020W-A		10	400981	401238	W		2011-02-03	2003-07-29	
S000028660	ORF	Dubious	YJL026C-A			chromosome 10		10	393287	393066	C		2011-02-03	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene YJL026W/RNR2
S000028660	CDS					YJL026C-A		10	393287	393066	C		2011-02-03	2003-07-29	
S000000886	ORF	Verified	YER084W			chromosome 5		5	327065	327451	W		2011-02-03	1996-07-31	Protein of unknown function; expressed at both mRNA and protein levels
S000000886	CDS					YER084W		5	327065	327451	W		2011-02-03	1996-07-31	
S000028661	ORF	Verified	YJL077W-A			chromosome 10		10	294799	294885	W		2011-02-03	2003-07-29	Protein of unknown function; mRNA identified as translated by ribosome profiling data; completely overlaps the verified gene YJL077C/ICS3
S000028661	CDS					YJL077W-A		10	294799	294885	W		2011-02-03	2003-07-29	
S000001167	ORF	Uncharacterized	YHR125W			chromosome 8		8	358858	359163	W		2011-02-03	1996-07-31	Putative protein of unknown function; conserved across S. cerevisiae strains
S000001167	CDS					YHR125W		8	358858	359163	W		2011-02-03	1996-07-31	
S000028662	ORF	Verified	YJL077W-B			chromosome 10		10	294047	294145	W		2011-02-03	2003-07-29	Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
S000028662	CDS					YJL077W-B		10	294047	294145	W		2011-02-03	2003-07-29	
S000028663	ORF	Dubious	YJL222W-A			chromosome 10		10	9452	9679	W		2003-07-29	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000028663	CDS					YJL222W-A		10	9452	9679	W		2003-07-29	2003-07-29	
S000028664	ORF	Dubious	YJL222W-B			chromosome 10		10	9346	9483	W		2003-07-29	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000028664	CDS					YJL222W-B		10	9346	9483	W		2003-07-29	2003-07-29	
S000000149	ORF	Dubious	YBL053W			chromosome 2		2	119335	119709	W		2011-02-03	1997-01-28	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000000149	CDS					YBL053W		2	119335	119709	W		2011-02-03	1997-01-28	
S000118476	ARS		ARS1217		ARSXII-513	chromosome 12		12	512867	513115	W		2011-02-03	2006-08-30	Autonomously Replicating Sequence
S000118476	ARS_consensus_sequence					ARS1217		12	513070	513086	W		2014-11-18	2014-11-18	
S000002716	ORF	Verified	YDR308C	SRB7	MED21|SSX1	chromosome 4	L000002097|L000002754|S000029514	4	1078449	1078027	C		2011-02-03	1996-07-31	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; target of the global repressor Tup1p
S000002716	CDS					YDR308C		4	1078449	1078027	C		2011-02-03	1996-07-31	
S000003185	ORF	Dubious	YGL217C			chromosome 7		7	85180	84839	C		2011-02-03	1996-07-31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF KIP3/YGL216W
S000003185	CDS					YGL217C		7	85180	84839	C		2011-02-03	1996-07-31	
S000028551	ORF	Verified	YGR240C-A			chromosome 7		7	974777	974577	C		2011-02-03	2003-07-29	Protein of unknown function; identified by fungal homology and RT-PCR
S000028551	CDS					YGR240C-A		7	974777	974577	C		2011-02-03	2003-07-29	
S000001360	ORF	Verified	YIL098C	FMC1		chromosome 9	L000004436	9	180239	179772	C		2011-02-03	1994-12-10	Mitochondrial matrix protein; required for assembly or stability at high temperature of the F1 sector of mitochondrial F1F0 ATP synthase; null mutant temperature sensitive growth on glycerol is suppressed by multicopy expression of Odc1p
S000001360	CDS					YIL098C		9	180239	179772	C		2011-02-03	1994-12-10	
S000001830	ORF	Verified	YFL064C			chromosome 6		6	3846	3322	C		1996-07-31	1996-07-31	Protein of unknown function
S000001830	CDS					YFL064C		6	3846	3322	C		1996-07-31	1996-07-31	
S000001479	ORF	Dubious	YIR040C			chromosome 9		9	433721	433389	C		2011-02-03	1994-12-10	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000001479	CDS					YIR040C		9	433721	433389	C		2011-02-03	1994-12-10	
S000001831	ORF	Dubious	YFL063W			chromosome 6		6	5066	5521	W		1996-07-31	1996-07-31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000001831	CDS					YFL063W		6	5066	5521	W		1996-07-31	1996-07-31	
S000003500	ORF	Verified	YGR268C	HUA1		chromosome 7		7	1026653	1026057	C		2011-02-03	1996-07-31	Cytoplasmic protein containing a zinc finger domain; sequence similarity to that of Type I J-proteins; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin patch assembly
S000003500	CDS					YGR268C		7	1026653	1026057	C		2011-02-03	1996-07-31	
S000001480	ORF	Verified	YIR041W	PAU15	seripauperin PAU15	chromosome 9		9	433929	434303	W		2011-02-03	1994-12-10	Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole
S000001480	CDS					YIR041W		9	433929	434303	W		2011-02-03	1994-12-10	
S000007651	ORF	Verified	YER074W-A	YOS1		chromosome 5		5	307653	308123	W		2011-02-03	2004-01-08	Integral membrane protein required for ER to Golgi transport; localized to the Golgi, the ER, and COPII vesicles; interacts with Yip1p and Yif1p
S000007651	CDS					YER074W-A		5	307653	307746	W		2011-02-03	2004-01-08	
S000007651	CDS					YER074W-A		5	308068	308123	W		2011-02-03	2004-01-08	
S000007651	CDS					YER074W-A		5	307849	307956	W		2011-02-03	2004-01-08	
S000007651	intron					YER074W-A		5	307957	308067	W		2011-02-03	2004-01-08	
S000007651	intron					YER074W-A		5	307747	307848	W		2011-02-03	2004-01-08	
S000003211	ORF	Verified	YGL242C	ANK1	ankyrin repeat-containing protein ANK1	chromosome 7		7	45197	44652	C		1996-07-31	1996-07-31	Cytoplasmic ankyrin repeat-containing protein; co-purifies with Myo3p and Myo5p by large-scale affinity capture; localization of the long-tailed type I myosins is altered in the null mutant; N-terminally propionylated in vivo; contains three ankyrin repeats and an acidic tail; orthologous to human OSTF1
S000003211	CDS					YGL242C		7	45197	44652	C		1996-07-31	1996-07-31	
S000028421	ORF	Verified	YKL138C-A	HSK3		chromosome 11	S000028418	11	185012	184803	C		2011-02-03	2002-06-20	Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis
S000028421	CDS					YKL138C-A		11	185012	184803	C		2011-02-03	2002-06-20	
S000028422	ORF	Verified	YLR154W-C	TAR1	YLR154W-A	chromosome 12	S000007646	12	454696	455070	W		2011-02-03	2002-06-20	Protein potentially involved in regulation of respiratory metabolism; located in the mitochondria; interacts genetically with RPO41 and physically with Coq5p; encoded within the 25S rRNA gene on the opposite strand
S000028422	CDS					YLR154W-C		12	454696	455070	W		2011-02-03	2002-06-20	
S000028423	ORF	Verified	YPL096C-A	ERI1	RIN1	chromosome 16	S000028417	16	366735	366529	C		2011-02-03	2002-06-20	Endoplasmic reticulum membrane protein that binds and inhibits Ras2p; binds to and inhibits GTP-bound Ras2p at the endoplasmic reticulum (ER); component of the GPI-GnT complex which catalyzes the first step in GPI-anchor biosynthesis; probable homolog of mammalian PIG-Y protein
S000028423	CDS					YPL096C-A		16	366735	366529	C		2011-02-03	2002-06-20	
S000028425	ORF	Verified	YPR036W-A	SPO24		chromosome 16		16	645950	646153	W		2011-02-03	2002-07-25	Small (67 amino acids) protein involved in sporulation; localizes to the prospore membrane; phosphorylated during meiosis; a longer, 5'-extended mRNA is also transcribed beginning in mid-meiosis, regulated by two MSEs (middle sporulation elements), and includes an uORF of 15 codons in its 5'-UTR; evidence transcription is regulated by Pdr1p
S000028425	CDS					YPR036W-A		16	645950	646153	W		2011-02-03	2002-07-25	
S000001456	ORF	Verified	YIR017C	MET28		chromosome 9	L000001092	9	384119	383556	C		2011-02-03	1994-12-10	bZIP transcriptional activator in the Cbf1p-Met4p-Met28p complex; participates in the regulation of sulfur metabolism
S000001456	CDS					YIR017C		9	384119	383556	C		2011-02-03	1994-12-10	
S000004326	ORF	Dubious	YLR334C			chromosome 12		12	797078	796698	C		2004-02-05	1996-07-31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps a stand-alone long terminal repeat sequence whose presence indicates a retrotransposition event occurred here
S000004326	CDS					YLR334C		12	797078	796698	C		2004-02-05	1996-07-31	
S000004988	ORF	Dubious	YNL043C			chromosome 14		14	545909	545589	C		2011-02-03	1997-01-28	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YIP3/YNL044W
S000004988	CDS					YNL043C		14	545909	545589	C		2011-02-03	1997-01-28	
S000007235	ORF	Verified	YDR363W-A	SEM1	DSS1|HOD1|proteasome regulatory particle lid subunit SEM1	chromosome 4	L000003539|L000004647	4	1202128	1202397	W		2011-02-03	1999-07-17	19S proteasome regulatory particle lid subcomplex component; role in Ub-dependent proteolysis and proteasome stability; involved in TREX-2 mediated mRNA export, and in the prevention of transcription-associated genome instability; ubiquitinated by Nedd4-like E3-ligase, Rsp5p; human ortholog DSS1, a BRCA1 binding protein implicated in cancer, complements the yeast null; drives trinucleotide repeat expansion; protein abundance increases in response to DNA replication stress
S000007235	CDS					YDR363W-A		4	1202128	1202397	W		2011-02-03	1999-07-17	
S000007236	ORF	Verified	YDR525W-A	SNA2		chromosome 4		4	1490596	1490835	W		2011-02-03	1999-07-17	Protein of unknown function; has similarity to Pmp3p, which is involved in cation transport; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern
S000007236	CDS					YDR525W-A		4	1490596	1490835	W		2011-02-03	1999-07-17	
S000007237	ORF	Verified	YER048W-A	ISD11		chromosome 5		5	250718	251002	W		2011-02-03	1999-07-17	Cysteine desulfurase (Nfs1p) activator; essential for the formation of the persulfide intermediate at the desulfurase active site during pyridoxal phosphate-dependent desulfuration of cysteine; required for mitochondrial iron-sulfur cluster biosynthesis; exclusive to eukaryotes, implicated as eukaryotic supplement to the bacterium-derived Fe-S cluster (ISC) assembly apparatus; involved in regulation of iron metabolism; member of the LYR protein family
S000007237	CDS					YER048W-A		5	250718	251002	W		2011-02-03	1999-07-17	
S000118479	ARS		ARS1223		ARSXII-745	chromosome 12		12	744943	745179	W		2011-02-03	2006-08-30	Autonomously Replicating Sequence; replication capacity dependent upon Sum1p
S000118479	ARS_consensus_sequence					ARS1223		12	745100	745116	W		2014-11-18	2014-11-18	
S000004849	ORF	Verified	YMR236W	TAF9	chromatin modification protein|TAF17|TafII17	chromosome 13	L000003459	13	742971	743444	W		2011-02-03	1996-07-31	Subunit (17 kDa) of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification, similar to histone H3
S000004849	CDS					YMR236W		13	742971	743444	W		2011-02-03	1996-07-31	
S000118481	ARS		ARS1232		ARSXII-1007	chromosome 12		12	1007186	1007475	W		2011-02-03	2006-08-30	Autonomously Replicating Sequence
S000118481	ARS_consensus_sequence					ARS1232		12	1007235	1007251	W		2014-11-18	2014-11-18	
S000007211	long terminal repeat		YPRWdelta14			chromosome 16		16	776093	776413	W		2011-02-03	2000-05-19	Ty1 LTR
S000118482	ARS		ARS1233		ARSXII-1014	chromosome 12		12	1013795	1014022	W		2011-02-03	2006-08-30	Autonomously Replicating Sequence
S000118482	ARS_consensus_sequence					ARS1233		12	1013845	1013861	W		2014-11-18	2014-11-18	
S000118487	ARS		ARS1510		ARSXV-167	chromosome 15		15	166976	167221	W		2006-08-30	2006-08-30	Autonomously Replicating Sequence
S000118487	ARS_consensus_sequence					ARS1510		15	167002	167018	W		2014-11-18	2014-11-18	
S000000887	ORF	Verified	YER085C	LDM1		chromosome 5		5	328140	327619	C		2011-02-03	1996-07-31	Myosin adaptor; binds globular tail domain of Myo2p and lipid droplet (LD) surface protein Ldo16p to enable actin-dependent LD motility; has additional roles in LD contact sites to vacuole and endoplasmic reticulum, suggesting a coordination of LD motility and organelle tethering; second role in mitochondrial transport
S000000887	CDS					YER085C		5	328140	327619	C		2011-02-03	1996-07-31	
S000118488	ARS		ARS1511		ARSXV-278	chromosome 15		15	277530	277778	W		2011-02-03	2006-08-30	Autonomously Replicating Sequence; replication capacity dependent upon Sum1p
S000118488	ARS_consensus_sequence					ARS1511		15	277717	277733	W		2014-11-18	2014-11-18	
S000002298	ORF	Verified	YDL139C	SCM3		chromosome 4	L000003281	4	212046	211375	C		2011-02-03	2003-09-22	Non-histone component of centromeric chromatin; acts as a Cse4p specific chaperone that recognizes the centromere-targeting domain in the HFD of histone H3 variant, Cse4p, and recruits it to centromeres; involved in the assembly and maintenance of Cse4-H4 at centromeres; required for kinetochore assembly and G2/M progression; may protect Cse4p from ubiquitination; homolog of mammalian HJURP
S000002298	CDS					YDL139C		4	212046	211375	C		2011-02-03	2003-09-22	
S000002299	ORF	Verified	YDL140C	RPO21	B220|DNA-directed RNA polymerase II core subunit RPO21|RPB1|RPB220|SIT1|SUA8	chromosome 4	L000001744	4	210561	205360	C	-68.0	2011-02-03	1996-07-31	RNA polymerase II largest subunit B220; part of central core; phosphorylation of C-terminal heptapeptide repeat domain regulates association with transcription and splicing factors; similar to bacterial beta-prime
S000002299	CDS					YDL140C		4	210561	205360	C		2011-02-03	1996-07-31	
S000118491	ARS		ARS1521		ARSXV-730	chromosome 15		15	729740	729969	W		2011-02-03	2006-08-30	Autonomously Replicating Sequence
S000118491	ARS_consensus_sequence					ARS1521		15	729795	729811	W		2014-11-18	2014-11-18	
S000118493	ARS		ARS1524		ARSXV-783	chromosome 15		15	783345	783563	W		2011-02-03	2006-08-30	Autonomously Replicating Sequence
S000118493	ARS_consensus_sequence					ARS1524		15	783386	783402	W		2014-11-18	2014-11-18	
S000005400	ORF	Verified	YOL040C	RPS15	40S ribosomal protein uS19 RPS15|rp52|RPS21|S15|S19|S21|uS19	chromosome 15	L000001759|L000002709	15	253577	253149	C		2011-02-03	1996-07-31	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S15 and bacterial S19
S000005400	CDS					YOL040C		15	253577	253149	C		2011-02-03	1996-07-31	
S000002941	ORF	Verified	YDR533C	HSP31	glutathione-independent methylglyoxalase	chromosome 4		4	1502160	1501447	C		2011-02-03	1996-07-31	Methylglyoxalase that converts methylglyoxal to D-lactate; involved in oxidative stress resistance, diauxic shift, and stationary phase survival; has similarity to E. coli Hsp31 and C. albicans Glx3p; member of the DJ-1/ThiJ/PfpI superfamily, which includes human DJ-1 involved in Parkinson's disease and cancer; exists as a dimer and contains a putative metal-binding site; protein abundance increases in response to DNA replication stress
S000002941	CDS					YDR533C		4	1502160	1501447	C		2011-02-03	1996-07-31	
S000007118	long terminal repeat		YMRCtau3			chromosome 13		13	808906	808537	C		2011-02-03	2000-05-19	Ty4 LTR
S000007119	LTR retrotransposon		YMRCTy1-3		Ty1	chromosome 13		13	362918	357005	C		2011-02-03	2000-05-19	Ty1 element, LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol, encoding proteins involved in structure and function of virus-like particles, flanked by two direct repeats
S000004542	ORF	Verified	YML077W	BET5	TRAPP subunit BET5	chromosome 13	L000004608	13	111865	112344	W		1996-07-31	1996-07-31	Core component of transport protein particle (TRAPP) complexes I-III; TRAPP complexes are related multimeric guanine nucleotide-exchange factors for the GTPase Ypt1p, regulating ER-Golgi traffic (TRAPPI), intra-Golgi traffic (TRAPPII), endosome-Golgi traffic (TRAPPII and III) and autophagy (TRAPPIII); human homology TRAPPC1 complements yeast null mutant
S000004542	CDS					YML077W		13	111865	112344	W		1996-07-31	1996-07-31	
S000007120	LTR retrotransposon		YMRCTy1-4		Ty1	chromosome 13		13	378622	372697	C		2011-02-03	2000-05-19	Ty1 element, LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol, encoding proteins involved in structure and function of virus-like particles, flanked by two direct repeats
S000007121	long terminal repeat		YMRWdelta12			chromosome 13		13	379072	379198	W		2011-02-03	2000-05-19	Ty1 LTR
S000005025	ORF	Verified	YNL081C	SWS2	putative mitochondrial 37S ribosomal protein SWS2|uS13m	chromosome 14		14	476619	476188	C		2011-02-03	1996-07-31	Component of mitochondrial small ribosomal subunit; similar to E. coli S13 ribosomal protein; participates in controlling sporulation efficiency; localizes to vacuole in response to H2O2; localizes to peroxisomes in glucose-growing cells
S000005025	CDS					YNL081C		14	476619	476188	C		2011-02-03	1996-07-31	
S000007057	long terminal repeat		YKLWdelta7			chromosome 11		11	314193	314524	W		2011-02-03	2000-05-19	Ty1 LTR
S000006432	ORF	Verified	YIL009C-A	EST3	telomerase subunit EST3	chromosome 9	L000004271	9	336212	335666	C		2011-02-03	1997-10-20	Component of the telomerase holoenzyme; involved in telomere replication; synthesis of the full-length protein results from a programmed +1 ribosomal frameshift
S000006432	CDS					YIL009C-A		9	336212	335937	C		2011-02-03	1997-10-20	
S000006432	CDS					YIL009C-A		9	335935	335666	C		2011-02-03	1997-10-20	
S000006432	plus_1_translational_frameshift					YIL009C-A		9	335936	335936	C		2011-02-03	1997-10-20	
S000006433	ORF	Verified	YPR133W-A	TOM5	MOM8A	chromosome 16	L000003249	16	797557	797709	W		2011-02-03	1999-07-17	Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import of all mitochondrially directed proteins; involved in transfer of precursors from the Tom70p and Tom20p receptors to the Tom40p pore
S000006433	CDS					YPR133W-A		16	797557	797709	W		2011-02-03	1999-07-17	
