rank,protein,driver_score
438,YER085C,0.5966021741753108
439,YJL192C,0.5965287633550944
440,YOR192C,0.5963650024412148
441,YKL034W,0.5963483641952841
442,YDR004W,0.5961798730202112
443,YLR345W,0.5961525549681115
444,YOL087C,0.5960288913112094
445,YLR378C,0.5958965272760913
446,YDR482C,0.5957864743345951
447,YDL119C,0.5956775219928031
448,YMR034C,0.5955450298007885
449,YMR179W,0.5954589172121747
450,YBL092W,0.5953552571031231
451,YER162C,0.5952445382392584
452,YJL200C,0.5951576266959338
453,YCR091W,0.5949972814437464
454,YOR194C,0.5949471862577744
455,YGL131C,0.5949093256201226
456,YLR356W,0.5947337874076658
457,YJL083W,0.5946398208226097
458,YKL014C,0.5945436853849437
459,YNL070W,0.5945188410741017
460,YDR034C,0.5944965491553904
461,YNL311C,0.5944063037593843
462,YIL137C,0.5942996927349182
463,YKL032C,0.5942190205479417
464,YIR035C,0.5940619411474516
465,YPR018W,0.5939753647418958
466,YLR222C,0.593888400865957
467,YIL136W,0.5938871067992476
468,YDR362C,0.5937784024170558
469,YLR275W,0.5937387326898358
470,YDR421W,0.5936939336783846
471,YHR195W,0.5936037930441507
472,YGL197W,0.5934933864503041
473,YLR228C,0.5934421481802059
474,YDR388W,0.5933966009683148
475,YGR020C,0.5932508348806862
476,YML082W,0.5931313189896371
477,YGR189C,0.5930799204598769
478,YLR131C,0.5930587546421442
479,YKL140W,0.5929125316130148
480,YER023W,0.592815543121
481,YOL125W,0.5927109441347154
482,YKR072C,0.592604774763209
483,YFL026W,0.5925605218005879
484,YHR004C,0.5924438362455148
485,YPL240C,0.592306232966494
486,YCR007C,0.5922737896255699
487,YLR427W,0.5922408887551985
488,YOR127W,0.5920650819681009
489,YGR078C,0.5920209958607487
490,YOR210W,0.5919050048244971
491,YCR057C,0.5918503526576184
492,YGL110C,0.5918043409274261
493,YDL185W,0.5917800288769454
494,YER176W,0.5917085909863438
495,YLR134W,0.5915261275537566
496,YPR184W,0.5915118721651853
497,YKR041W,0.5914753651094101
498,YGL021W,0.5913479683012323
499,YDL206W,0.591262682806899
500,YBR008C,0.5912089346391434
501,YIL037C,0.5910619679571704
502,YER007C-A,0.5909962194780042
503,YER179W,0.590978012972415
504,YPR113W,0.5908234191651048
505,YLR215C,0.5908102931599762
506,YKR016W,0.5907207460752759
507,YOR108W,0.5906053304433867
508,YLR304C,0.5905879276880388
509,YBR202W,0.5904167479661593
510,YDR356W,0.590310729446116
511,YLR301W,0.5902435126704909
512,YIR014W,0.5901328887001877
513,YHR154W,0.5900814283503809
514,YGL154C,0.5900140378866081
515,YKL028W,0.5899027980383779
516,YDR483W,0.5898374544106565
517,YPL146C,0.5897979764999756
518,YBR237W,0.5897501062892476
519,YBR114W,0.5896673424240669
520,YDR061W,0.589636298706666
521,YLR332W,0.5895309159780011
522,YLL043W,0.5894318248995815
523,YJL201W,0.5893353058253461
524,YOR152C,0.589222639455598
525,YOR008C-A,0.5891841234662478
526,YKL148C,0.5891094588385726
527,YHL025W,0.5890352715043392
528,YHR156C,0.5890222051754855
529,YNL111C,0.5888967735935344
530,YDR104C,0.58885187394697
531,YGL246C,0.5887136531719291
532,YJR088C,0.588694149250711
533,YOR307C,0.5886016639474272
534,YNL178W,0.5884738758465945
535,YLR446W,0.5884588969040128
536,YKL089W,0.5883056371707802
537,YMR227C,0.5882830616188016
538,YER063W,0.5882431968160453
539,YER171W,0.5881190197688536
540,YHR202W,0.5880915121189493
541,YGL137W,0.5879813534303544
542,YCR068W,0.5879051741486735
543,YML126C,0.5878549186113856
544,YIL097W,0.5877296375152005
545,YOR308C,0.5876430409564175
546,YOL063C,0.5876164569517085
547,YMR270C,0.5876038230928813
548,YER069W,0.5874721954333664
549,YIL076W,0.5874307106317244
550,YMR198W,0.5873392592355516
551,YMR166C,0.587277065496763
552,YOL017W,0.5872504371228559
553,YLR090W,0.5871352660016199
554,YOL022C,0.5870521548964676
555,YMR184W,0.5869685048181077
556,YNR053C,0.586958357484905
557,YMR113W,0.5868498235935681
558,YJR019C,0.5868057435942136
559,YKL172W,0.5867154425796115
560,YBR040W,0.5866982073949104
561,YMR235C,0.5866339310997093
562,YMR171C,0.5866084890074105
563,YPL057C,0.5864665736618232
564,YFL037W,0.5864078529733965
565,YMR111C,0.5863289588769147
566,YOL049W,0.5862118512784257
567,YMR225C,0.5861730657286849
568,YOR077W,0.5861390444716748
569,YEL042W,0.5860306516486904
570,YDR164C,0.5859581289327787
571,YHR065C,0.5858588685273591
572,YDR231C,0.5858063352195589
573,YOR073W,0.5856815326870606
574,YPL244C,0.58565836038581
575,YBR271W,0.5855694014042174
576,YDR144C,0.5855496580227949
577,YOR064C,0.5854271787107268
578,YKL182W,0.5853798489861696
579,YMR209C,0.585252249204571
580,YDL157C,0.585170698914166
581,YNL042W,0.5850977894297514
582,YDR361C,0.5850197275320561
583,YLR096W,0.5850075084860389
584,YLL018C-A,0.5849297834308802
585,YGL254W,0.5848853961766055
586,YMR199W,0.5847992983793882
587,YKL065C,0.5847191668670426
588,YKL197C,0.5846353780477064
589,YOR313C,0.5845390099685871
590,YDR496C,0.5845091687450565
591,YOL082W,0.584490098613301
592,YOL128C,0.5843912324992012
593,YNL106C,0.584322816933473
594,YNL219C,0.5843138689533347
595,YMR110C,0.5842111450717792
596,YBR233W,0.5841607672646286
597,YJR140C,0.5840885981206929
598,YDR205W,0.5840179424210096
599,YLR409C,0.5839949141554719
600,YPR079W,0.5839490781841727
601,YLL003W,0.5838701934149849
602,YMR220W,0.5838180479720352
603,YMR228W,0.5837174520500675
604,YOR119C,0.5836349591992674
605,YKL174C,0.5835453182448533
606,YDL186W,0.5835033952941804
607,YDL110C,0.5834287068926
608,YIR027C,0.5833127813721463
609,YPL061W,0.5832874189867263
610,YJL031C,0.58316443629958
611,YMR263W,0.5831074511156044
612,YJL183W,0.5830547325060872
613,YDR461W,0.5829558184556474
614,YLR348C,0.5829252212900066
615,YDL043C,0.5829039498767193
616,YDR403W,0.582882731334936
617,YLR242C,0.5827739065562769
618,YMR013C,0.5826846665330166
619,YDL111C,0.58262751991269
620,YIL125W,0.5825630137580015
621,YDR266C,0.5825433130494592
622,YJL185C,0.5824613602496883
623,YGR090W,0.5823813920403661
624,YJR012C,0.5823292506468762
625,YDR282C,0.5822819421683362
626,YBR218C,0.5821874559743301
627,YLL013C,0.5821382232056087
628,YGR062C,0.5820553110624332
629,YDR108W,0.5820366069539282
630,YER148W,0.5819281977970413
631,YDL141W,0.5818915443049016
632,YJR041C,0.581828865807287
633,YGR295C,0.5817474887934345
634,YDL227C,0.5816709517534612
635,YJR010C-A,0.5816600694666061
636,YDL109C,0.5815977745122246
637,YML019W,0.5815075700265243
638,YMR104C,0.5814378894565536
639,YLR454W,0.5813693107297895
640,YLR240W,0.5812801697910477
641,YOR243C,0.5812225458500105
642,YKL053C-A,0.5812150075093223
643,YKL134C,0.5811435448767155
644,YLR247C,0.581035373517251
645,YDR458C,0.5809500485404131
646,YDR252W,0.5808751472115637
647,YLR383W,0.5808089612581008
648,YAL034C,0.5807573678934089
649,YDR322C-A,0.5806683908110981
650,YLL051C,0.5806164548722532
651,YNL282W,0.5805220731417685
652,YJL037W,0.5804609266949172
653,YER016W,0.5804211574514442
654,YGL219C,0.5803687293587148
655,YDR321W,0.5802640648482545
656,YAL010C,0.5802289039152496
657,YNL232W,0.5801122080617503
658,YOR250C,0.5800873333183503
659,YGL187C,0.58006701379275
660,YDL209C,0.580027401584594
661,YDR446W,0.580015611760657
662,YDR130C,0.5799135707394376
663,YGR253C,0.5798973121650423
664,YMR258C,0.5797885093860538
665,YMR162C,0.579729741691336
666,YER041W,0.5796565409608978
667,YHR128W,0.5795660224206806
668,YDR014W,0.5795039404229912
669,YPR036W,0.5794983205266887
670,YJR030C,0.5793777201368583
671,YJR150C,0.5793367691681605
672,YJR148W,0.5792968708743587
673,YMR277W,0.5792480830531151
674,YLR241W,0.579154862876084
675,YMR301C,0.5790904475700867
676,YNL034W,0.5789937080666018
677,YOL141W,0.5789563892417153
678,YKL094W,0.5788856464933789
679,YDR249C,0.5788458598880867
680,YJL176C,0.578718381548954
681,YDR084C,0.5787141171682573
682,YJL125C,0.5786804824754782
683,YNL026W,0.5785926302181654
684,YHR177W,0.5785452301484105
685,YOL040C,0.5784963455954084
686,YNL141W,0.5784473612217929
687,YML037C,0.5783319910812788
688,YLL027W,0.578301968234371
689,YLR385C,0.578254370213745
690,YMR026C,0.578193950695228
691,YDR429C,0.5781191021445533
692,YLR137W,0.5780455439487711
693,YOL149W,0.5779770888407083
694,YDL216C,0.5779337486641534
695,YBL023C,0.577855150679319
696,YPR070W,0.5778432203556131
697,YKL117W,0.5777779750320037
698,YIL130W,0.577737706788294
699,YDL059C,0.5776899256608758
700,YBR015C,0.5775856616353329
701,YNL011C,0.5775411724820049
702,YNL156C,0.5774501198300944
703,YLL054C,0.5773993995482634
704,YGR238C,0.5773164599496999
705,YDR236C,0.5772693142969946
706,YPR041W,0.5771898037549944
707,YIL053W,0.5771778854420493
708,YML013W,0.5771168659037453
709,YLR278C,0.5770450688589256
710,YGL094C,0.5769902121513629
711,YML006C,0.5769268198618466
712,YGR017W,0.5768542848535673
713,YDR260C,0.5768204719799478
714,YKR067W,0.5767299171605708
715,YFL003C,0.5766667792341631
716,YOL083W,0.5765816260069825
717,YMR131C,0.5765418202233005
718,YDL205C,0.5764784046155874
719,YBL104C,0.5764159129720728
720,YDL046W,0.5764069287167285
721,YPL043W,0.5763734771410014
722,YOR111W,0.5763555745238839
723,YBR006W,0.5763226075764605
724,YDR022C,0.5762215145528327
725,YJR015W,0.576174633601796
726,YJR086W,0.5761108643238414
727,YHR039C,0.5760604845089453
728,YGL238W,0.5760177536891253
729,YOR136W,0.5759492686506317
730,YOL067C,0.5758932108861549
731,YER051W,0.5758240311997745
732,YGL163C,0.5757503042533367
733,YFR024C-A,0.575715266490054
734,YER109C,0.5756902548907132
735,YMR191W,0.5756337063751291
736,YOL062C,0.575547877458353
737,YFR017C,0.5754801023516388
738,YHR069C,0.5754695799169522
739,YFL030W,0.5753863715652164
740,YJL092W,0.5753722021278802
741,YPR114W,0.575296452634144
742,YER027C,0.5752655975443147
743,YLR467W,0.5751673704168881
744,YMR093W,0.5751145643246341
745,YER101C,0.575096303916728
746,YIL162W,0.5750138780675051
747,YKL011C,0.5749623150372737
748,YML075C,0.5749086213395637
749,YAR023C,0.5748539844543519
750,YGR047C,0.5747749618397351
751,YGL020C,0.5747618189188035
752,YLR382C,0.5746975171752212
753,YBR086C,0.5746186877374534
754,YDR364C,0.5745822314350868
755,YDR484W,0.5745297820516307
756,YDR140W,0.574498530313344
757,YBR272C,0.5744342531054828
758,YJR100C,0.5744146163550315
759,YGR102C,0.5743303275769936
760,YEL002C,0.5743137958735556
761,YGL160W,0.574222578492184
762,YLR262C,0.5741823326308032
763,YHR149C,0.5741061194513943
764,YEL009C,0.5740466176012874
765,YIL092W,0.5740212209306474
766,YCL055W,0.573998578711506
767,YGR257C,0.5738990194721381
768,YLR036C,0.5738362257290585
769,YLR352W,0.5737680695023369
770,YNL224C,0.5737158058276401
771,YDR441C,0.5736968816019397
772,YFR019W,0.5736044223950256
773,YOR171C,0.5735372083423359
774,YOL102C,0.5734985557497547
775,YFR035C,0.5734284184386824
776,YOR356W,0.5734095396498438
777,YIL089W,0.57331458817107
778,YLR420W,0.573260175223882
779,YNL029C,0.5731847999973029
780,YNR018W,0.5731265350470045
781,YMR159C,0.5731072464405064
782,YLR136C,0.5730012115472837
783,YDL006W,0.5729467790845456
784,YPL177C,0.5729177672251875
785,YKR004C,0.5728591424517457
786,YOR076C,0.5728232692409646
787,YKR010C,0.5727647352665916
788,YMR027W,0.5727368393199227
789,YGL171W,0.5727021559169311
790,YCR060W,0.5726514800790199
791,YDR216W,0.5726169058506752
792,YNL213C,0.5725923291371772
793,YLR048W,0.5725249247214967
794,YFR022W,0.5724544783327064
795,YGR008C,0.5724177080457902
796,YPL268W,0.5723729123432295
797,YOR246C,0.5722797456242372
798,YGL155W,0.5722529663035146
799,YDL002C,0.5722011485769667
800,YER086W,0.5721571503783679
801,YPR181C,0.5720680973629249
802,YML129C,0.5720163133387193
803,YOR048C,0.5719783347767167
804,YMR147W,0.5719155339106294
805,YIL149C,0.5718476204531626
806,YGL056C,0.5718295972226969
807,YBL056W,0.5717331778026671
808,YMR106C,0.571715093013122
809,YKL138C,0.5716838122137072
810,YLR092W,0.5716290118243871
811,YNL288W,0.571572018790241
812,YBR296C,0.5714850930060796
813,YHL014C,0.5714761305351068
814,YDR412W,0.5714196431654404
815,YGL002W,0.5713890703373298
816,YNL257C,0.5713185782175384
817,YGR244C,0.5712971693343257
818,YPR152C,0.571252363978575
819,YBR033W,0.5711643177928551
820,YGR167W,0.5710905774694877
821,YGL236C,0.5710526184344901
822,YPL258C,0.5710120171070752
823,YIL108W,0.5709596437835557
824,YMR161W,0.5708780056411735
825,YGR221C,0.5708214130384479
826,YNR001C,0.5707854503922267
827,YKL173W,0.5707518828065233
828,YPL209C,0.5707033717795957
829,YDR468C,0.5706960197293923
